Text,Type
"Helmer (in his room). Is that my lark twittering there ?Nora (busy opening some of her parcels). Yes, it is.Helmer. Is it the squirrel frisking around ?Nora. Yes !Helmer. When did the squirrel get home ?Nora. Just this minute. (Hides the bag of macaroons in her pocket and wipes her mouth.) Come here, Torvald, and see what I’ve been buying.Helmer. Don’t interrupt me. (A little later he opens the door and looks in, pen in hand.) Buying, did you say ? What !All that ? Has my little spendthrift been making the money fly again ?Nora. Why, Torvald, surely we can afford to launch out a little now. It’s the first Christmas we haven’t had to pinch.Helmer. Come, come ; we can’t afford to squander money.Nora. Oh yes, Torvald, do let us squander a little, now — just the least little bit ! You know you’ll soon be earning heaps of money. Helmer. Yes, from New Year’s Day. But there’s a whole quarter before my first salary is due.Nora. Never mind ; we can borrow in the meantime.Helmer. Nora ! (He goes up to her and takes her playfully by the ear.) Still my little featherbrain ! Supposing I borrowed a thousand crowns to-day, and you made ducks and drakes of them during Christmas week, and then on New Year’s Eve a tile blew off the roof and knocked my brains outNora (laying her hand on his mouth). Hush ! How can you talk so horridly ?Helmer. But supposing it were to happen — what then ?Nora. If anything so dreadful happened, it would be all the same to me whether I was in debt or not.Helmer. But what about the creditors ?Nora. They ! Who cares for them ? They’re only strangers.Helmer. Nora, Nora ! What a woman you are ! But seriously, Nora, you know my principles on these points. No debts! No borrowing ! Home life ceases to be free and beautiful as soon as it is founded on borrowing and debt. We two have held out bravely till now, and we are not going to give in at the last.Nora (going to the fireplace). Very well — as you please, Torvald.",Drama
"TOM: What are you doing?AMANDA: I’m brushing that cowlick down! [She attacks his hair with the brush.] What is this young man’s position at the warehouse?TOM [submitting grimly to the brush and interrogation]: This young man’s position is that of a shipping clerk, Mother.AMANDA: Sounds to me like a fairly responsible job, the sort of a job you would be in if you had more get-up. What is his salary? Have you any idea?TOM: I would judge it to be approximately eighty-five dollars a month.AMANDA: Well—not princely—but—TOM: Twenty more than I make.AMANDA: Yes, how well I know! But for a family man, eighty-five dollars a month is not much more than you can just get by on....TOM: Yes, but Mr. O’Connor is not a family man.AMANDA: He might be, mightn’t he? Some time in the future?TOM: I see. Plans and provisions.AMANDA: You are the only young man that I know of who ignores the fact that the future becomes the present, the present the past, and the past turns into everlasting regret if you don’t plan for it!TOM: I will think that over and see what I can make of it.AMANDA: Don’t be supercilious with your mother! Tell me some more about this—what do you call him?TOM: James D. O’Connor. The D. is for Delaney.AMANDA: Irish on both sides! Gracious! And doesn’t drink?TOM: Shall I call him up and ask him right this minute?AMANDA: The only way to find out about those things is to make discreet inquiries at the proper moment. When I was a girl in Blue Mountain and it was suspected that a young man drank, the girl whose attentions he had been receiving, if any girl was, would sometimes speak to the minister of his church, or rather her father would if her father was living, and sort of feel him out on the young man’s character. That is the way such things are discreetly handled to keep a young woman from making a tragic mistake!TOM: Then how did you happen to make a tragic mistake?AMANDA: That innocent look of your father’s had everyone fooled! He smiled—the world was enchanted! No girl can do worse than put herself at the mercy of a handsome appearance! I hope that Mr. O’Connor is not too good-looking.",Drama
"BERENGER: [coming in] Hello Jean!JEAN: [in bed] What time is it? Aren’t you at the office?BERENGER: You’re still in bed; you’re not at the office, then? Sorry if I’m disturbing you.JEAN: [still with his back turned] Funny, I didn’t recognize your voice.BERENGER: I didn’t recognize yours either.JEAN: [still with his back turned] Sit down!BERENGER: Aren’t you feeling well?[JEAN replies with a grunt.]You know, Jean, it was stupid of me to get so upset yesterday over a thing like that.JEAN: A thing like what?BERENGER: Yesterday ...JEAN: When yesterday? Where yesterday?BERENGER: Don’t you remember? It was about that wretched rhinoceros.JEAN: What rhinoceros?BERENGER: The rhinoceros, or rather, the two wretched rhinoceroses we saw.JEAN: Oh yes, I remember ... How do you know they were wretched?BERENGER: Oh I just said that.JEAN: Oh. Well let’s not talk any more about it.BERENGER: That’s very nice of you.JEAN: Then that’s that.BERENGER: But I would like to say how sorry I am for being so insistent ... and so obstinate ... and getting so angry ... in fact ... I acted stupidly.JEAN: That’s not surprising with you.BERENGER: I’m very sorry.JEAN: I don’t feel very well. [He coughs.]BERENGER: That’s probably why you’re in bed. [With a change of tone:] You know, Jean, as it turned out, we were both right.JEAN: What about?BERENGER: About ... well, you know, the same thing. Sorry to bring it up again, but I’ll only mention it briefly. I just wanted you to know that in our different ways we were both right. It’s been proved now. There are some rhinoceroses in the town with two horns and some with one.",Drama
"Sam: Of course it is. That’s what I’ve been trying to say to you all afternoon. And it’s beautiful because that is what we want life to be like. But instead, like you said, Hally, we’re bumping into each other all the time. Look at the three of us this afternoon: I’ve bumped into Willie, the two of us have bumped into you, you’ve bumped into your mother, she bumping into your Dad. . . . None of us knows the steps and there’s no music playing. And it doesn’t stop with us.The whole world is doing it all the time. Open a newspaper and what do you read? America has bumped into Russia,England is bumping into India, rich man bumps into poor man. Those are big collisions, Hally. They make for a lot of bruises. People get hurt in all that bumping, and we’re sick and tired of it now. It’s been going on for too long. Are we never going to get it right? . . . Learn to dance life like champions instead of always being just a bunch of beginners at it?Hally: (Deep and sincere admiration of the man) You’ve got a vision, Sam!Sam: Not just me. What I’m saying to you is that everybody’s got it. That’s why there’s only standing room left for the Centenary Hall in two weeks’ time. For as long as the music lasts, we are going to see six couples get it right, the way we want life to be.Hally: But is that the best we can do, Sam . . . watch six finalists dreaming about the way it should be?Sam: I don’t know. But it starts with that. Without the dream we won’t know what we’re going for. And anyway I reckon there are a few people who have got past just dreaming about it and are trying for something real. Remember that thing we read once in the paper about the Mahatma Gandhi? Going without food to stop those riots in India?",Drama
"That time of year thou mayst in me beholdWhen yellow leaves, or none, or few, do hangUpon those boughs which shake against the cold,Bare ruined choirs, where late the sweet birds sang.In me thou see’st the twilight of such dayAs after sunset fadeth in the west;Which by and by black night doth take away,Death’s second self, that seals up all in rest.In me thou see’st the glowing of such fire,That on the ashes of his youth doth lie,As the deathbed whereon it must expire,Consumed with that which it was nourished by.This thou perceiv’st, which makes thy love more strong,To love that well which thou must leave ere long.",Poetry
"Goe, and catche a falling starre,Get with child a mandrake roote,Tell me, where all past yeares are,Or who cleft the Divels foot,Teach me to heare Mermaides singing,Or to keep off envies stinging,And findeWhat windeServes to advance an honest minde.If thou beest borne to strange sights,Things invisible to see,Ride ten thousand daies and nights,Till age snow white haires on thee,Thou, when thou return’st, wilt tell meeAll strange wonders that befell thee,And sweareNo whereLives a woman true, and faire.If thou findst one, let mee know,Such a Pilgrimage were sweet;Yet doe not, I would not goe,Though at next doore wee might meet,Though shee were true, when you met her,And last, till you write your letter,Yet sheeWill beeFalse, ere I come, to two, or three.",Poetry
"I met a traveller from an antique landWho said—”Two vast and trunkless legs of stoneStand in the desert ... Near them, on the sand,Half sunk, a shattered visage lies, whose frown,And wrinkled lip, and sneer of cold command,Tell that its sculptor well those passions readWhich yet survive, stamped on these lifeless things,The hand that mocked them, and the heart that fed;And on the pedestal these words appear:‘My name is Ozymandias, King of Kings:Look on my works, ye Mighty, and despair!’Nothing beside remains. Round the decayOf that colossal wreck, boundless and bareThe lone and level sands stretch far away.”",Poetry
"Once upon a midnight dreary, while I pondered, weak and weary,Over many a quaint and curious volume of forgotten lore —While I nodded, nearly napping, suddenly there came a tapping,As of some one gently rapping, rapping at my chamber door.“‘T is some visitor,” I muttered, “tapping at my chamber door —Only this and nothing more.”Ah, distinctly I remember it was in the bleak December;And each separate dying ember wrought its ghost upon the floor.Eagerly I wished the morrow;—vainly I had sought to borrowFrom my books surcease of sorrow—sorrow for the lost Lenore —For the rare and radiant maiden whom the angels name Lenore —Nameless here for evermore.And the silken, sad, uncertain rustling of each purple curtainThrilled me—filled me with fantastic terrors never felt before;So that now, to still the beating of my heart, I stood repeating“‘T is some visitor entreating entrance at my chamber door —Some late visitor entreating entrance at my chamber door; —This it is and nothing more.Presently my soul grew stronger; hesitating then no longer,“Sir,” said I, “or Madam, truly your forgiveness I implore;But the fact is I was napping, and so gently you came rapping,And so faintly you came tapping, tapping at my chamber door,That I scarce was sure I heard you”—here I opened wide the door;—Darkness there and nothing more.Deep into that darkness peering, long I stood there wondering, fearing,Doubting, dreaming dreams no mortal ever dared to dream before;But the silence was unbroken, and the stillness gave no token,And the only word there spoken was the whispered word, “Lenore?”This I whispered, and an echo murmured back the word, “Lenore!”Merely this and nothing more.Back into the chamber turning, all my soul within me burning,Soon again I heard a tapping somewhat louder than before.“Surely,” said I, “surely that is something at my window lattice;Let me see, then, what thereat is, and this mystery explore —Let my heart be still a moment and this mystery explore; —‘Tis the wind and nothing more!”Open here I flung the shutter, when, with many a flirt and flutter,In there stepped a stately Raven of the saintly days of yore;Not the least obeisance made he; not a minute stopped or stayed he;But with mien of lord or lady, perched above my chamber door —Perched upon a bust of Pallas just above my chamber door —Perched, and sat, and nothing more.Then this ebony bird beguiling my sad fancy into smiling,By the grave and stern decorum of the countenance it wore,“Though thy crest be shorn and shaven, thou,” I said, “art sure no craven,Ghastly grim and ancient Raven wandering from the Nightly shore —Tell me what thy lordly name is on the Night’s Plutonian shore!”Quoth the Raven “Nevermore.”Much I marvelled this ungainly fowl to hear discourse so plainly,Though its answer little meaning—little relevancy bore;For we cannot help agreeing that no living human beingEver yet was blessed with seeing bird above his chamber door —Bird or beast upon the sculptured bust above his chamber door,With such name as “Nevermore.”But the Raven, sitting lonely on the placid bust, spoke onlyThat one word, as if his soul in that one word he did outpour.Nothing farther then he uttered—not a feather then he fluttered —Till I scarcely more than muttered “Other friends have flown before —On the morrow he will leave me, as my Hopes have flown before.”Then the bird said “Nevermore.”Startled at the stillness broken by reply so aptly spoken,“Doubtless,” said I, “what it utters is its only stock and storeCaught from some unhappy master whom unmerciful DisasterFollowed fast and followed faster till his songs one burden bore —Till the dirges of his Hope that melancholy burden boreOf ‘Never—nevermore.’”But the Raven still beguiling my sad fancy into smiling,Straight I wheeled a cushioned seat in front of bird, and bust and door;Then, upon the velvet sinking, I betook myself to linkingFancy unto fancy, thinking what this ominous bird of yore —What this grim, ungainly, ghastly, gaunt, and ominous bird of yoreMeant in croaking “Nevermore.”This I sat engaged in guessing, but no syllable expressingTo the fowl whose fiery eyes now burned into my bosom’s core;This and more I sat divining, with my head at ease recliningOn the cushion’s velvet lining that the lamp-light gloated o’er,But whose velvet-violet lining with the lamp-light gloating o’er,She shall press, ah, nevermore!Then, methought, the air grew denser, perfumed from an unseen censerSwung by seraphim whose foot-falls tinkled on the tufted floor.“Wretch,” I cried, “thy God hath lent thee—by these angels he hath sent theeRespite—respite and nepenthe from thy memories of Lenore;Quaff, oh quaff this kind nepenthe and forget this lost Lenore!’’Quoth the Raven “Nevermore.”“Prophet!” said I, “thing of evil!—prophet still, if bird or devil! —Whether Tempter sent, or whether tempest tossed thee here ashore,Desolate yet all undaunted, on this desert land enchanted —On this home by Horror haunted—tell me truly, I implore —Is there—is there balm in Gilead?—tell me—tell me, I implore!”Quoth the Raven “Nevermore.”“Prophet!” said I, “thing of evil!—prophet still, if bird or devil!By that Heaven that bends above us—by that God we both adore —Tell this soul with sorrow laden if, within the distant Aidenn,It shall clasp a sainted maiden whom the angels name Lenore —Clasp a rare and radiant maiden whom the angels name Lenore.”Quoth the Raven “Nevermore.”“Be that word our sign of parting, bird or fiend!” I shrieked, upstarting —“Get thee back into the tempest and the Night’s Plutonian shore!Leave no black plume as a token of that lie thy soul hath spoken!Leave my loneliness unbroken!—quit the bust above my door!Take thy beak from out my heart, and take thy form from off my door!”Quoth the Raven “Nevermore.”And the Raven, never flitting, still is sitting, still is sittingOn the pallid bust of Pallas just above my chamber door;And his eyes have all the seeming of a demon’s that is dreaming,And the lamp-light o’er him streaming throws his shadow on the floor;And my soul from out that shadow that lies floating on the floorShall be lifted—nevermore!",Poetry
"We grow accustomed to the Dark,When Light is put away,As when the Neighbor holds the LampTo witness her Goodbye.A Moment—We uncertain stepFor newness of the night,Then fit our Vision to the Dark,And meet the Road erect.And so of larger Darknesses,Those Evenings of the Brain,When not a Moon disclose a sign,Or Star, come out, within.The Bravest grope a littleAnd sometimes hit a TreeDirectly in the Forehead,But as they learn to see,Either the Darkness altersOr something in the sightAdjusts itself to Midnight,And Life steps almost straight.",Poetry
"Loveliest of Trees, the cherry nowIs hung with bloom along the bough,And stands about the woodland rideWearing white for Eastertide.Now, of my threescore years and ten,Twenty will not come again,And take from seventy springs a score,It only leaves me fifty more.And since to look at things in bloomFifty springs are little room,About the woodlands I will goTo see the cherry hung with snow.",Poetry
"Lift every voice and sing,Till earth and heaven ring,Ring with the harmonies of Liberty,Let our rejoicing riseHigh as the list’ning skies,Let it resound loud as the rolling sea.Sing a song full of the faith that the dark past has taught usSing a song full of the hope that the present has brought usFacing the rising sun of our new day begun,Let us march on till victory is won.Stony the road we trodBitter the chast’ning rod,Felt in the days when hope unborn had died;Yet with a steady beatHave not our weary feetCome to the place for which our fathers sighed?We have come over a way that with tears has been wateredWe have come, treading our path thro’ the blood of the slaughtered,Out from the gloomy past, till now we stand at lastWhere the white gleam of our bright star is cast.God of our weary years,God of our silent tears,Thou who hast brought us thus far on the way;Thou who hast by Thy might,Led us into the light, Keep us forever in the path, we pray.Lest our feet stray from the places, our God, where we meet Thee,Lest our hearts, drunk with the wine of the world we forget Thee;Shadowed beneath Thy hand, may we forever stand,True to our God, true to our native land.",Poetry
"I am offering this poem to you,since I have nothing else to give.Keep it like a warm coatwhen winter comes to cover you,or like a pair of thick socksthe cold cannot bite through, I love you,I have nothing else to give you,so it is a pot full of yellow cornto warm your belly in winter,it is a scarf for your head, to wearover your hair, to tie up around your face, I love you,Keep it, treasure this as you wouldif you were lost, needing direction,in the wilderness life becomes when mature;and in the corner of your drawer,tucked away like a cabin or hoganin dense trees, come knocking,and I will answer, give you directions,and let you warm yourself by this fire,rest by this fire, and make you feel safe I love you,It’s all I have to give,and all anyone needs to live,and to go on living inside,when the world outsideno longer cares if you live or die;remember, I love you",Poetry
"MR. PRESIDENT: No man thinks more highly than I do of the patriotism, as well as abilities, of the very worthy gentlemen who have just addressed the House. But different men often see the same subject in different lights; and, therefore, I hope it will not be thought disrespectful to those gentlemen if, entertaining as I do, opinions of a character very opposite to theirs, I shall speak forth my sentiments freely, and without reserve. This is no time for ceremony. The question before the House is one of awful moment to this country. For my own part, I consider it as nothing less than a question of freedom or slavery; and in proportion to the magnitude of the subject ought to be the freedom of the debate. It is only in this way that we can hope to arrive at truth, and fulfill the great responsibility which we hold to God and our country. Should I keep back my opinions at such a time, through fear of giving offence, I should consider myself as guilty of treason towards my country, and of an act of disloyalty toward the majesty of heaven, which I revere above all earthly kings.Mr. President, it is natural to man to indulge in the illusions of hope. We are apt to shut our eyes against a painful truth, and listen to the song of that siren till she transforms us into beasts. Is this the part of wise men, engaged in a great and arduous struggle for liberty? Are we disposed to be of the number of those who, having eyes, see not, and, having ears, hear not, the things which so nearly concern their temporal salvation? For my part, whatever anguish of spirit it may cost, I am willing to know the whole truth; to know the worst, and to provide for it.I have but one lamp by which my feet are guided; and that is the lamp of experience. I know of no way of judging of the future but by the past. And judging by the past, I wish to know what there has been in the conduct of the British ministry for the last ten years, to justify those hopes with which gentlemen have been pleased to solace themselves, and the House? Is it that insidious smile with which our petition has been lately received? Trust it not, sir; it will prove a snare to your feet. Suffer not yourselves to be betrayed with a kiss. Ask yourselves how this gracious reception of our petition comports with these war-like preparations which cover our waters and darken our land. Are fleets and armies necessary to a work of love and reconciliation? Have we shown ourselves so unwilling to be reconciled, that force must be called in to win back our love? Let us not deceive ourselves, sir. These are the implements of war and subjugation; the last arguments to which kings resort. I ask, gentlemen, sir, what means this martial array, if its purpose be not to force us to submission? Can gentlemen assign any other possible motive for it? Has Great Britain any enemy, in this quarter of the world, to call for all this accumulation of navies and armies? No, sir, she has none. They are meant for us; they can be meant for no other. They are sent over to bind and rivet upon us those chains which the British ministry have been so long forging. And what have we to oppose to them? Shall we try argument? Sir, we have been trying that for the last ten years. Have we anything new to offer upon the subject? Nothing. We have held the subject up in every light of which it is capable; but it has been all in vain. Shall we resort to entreaty and humble supplication? What terms shall we find which have not been already exhausted? Let us not, I beseech you, sir, deceive ourselves. Sir, we have done everything that could be done, to avert the storm which is now coming on. We have petitioned; we have remonstrated; we have supplicated; we have prostrated ourselves before the throne, and have implored its interposition to arrest the tyrannical hands of the ministry and Parliament. Our petitions have been slighted; our remonstrances have produced additional violence and insult; our supplications have been disregarded; and we have been spurned, with contempt, from the foot of the throne. In vain, after these things, may we indulge the fond hope of peace and reconciliation. There is no longer any room for hope. If we wish to be free, if we mean to preserve inviolate those inestimable privileges for which we have been so long contending, if we mean not basely to abandon the noble struggle in which we have been so long engaged, and which we have pledged ourselves never to abandon until the glorious object of our contest shall be obtained, we must fight! I repeat it, sir, we must fight! An appeal to arms and to the God of Hosts is all that is left us!They tell us, sir, that we are weak; unable to cope with so formidable an adversary. But when shall we be stronger?Will it be the next week, or the next year? Will it be when we are totally disarmed, and when a British guard shall be stationed in every house? Shall we gather strength by irresolution and inaction? Shall we acquire the means of effectual resistance, by lying supinely on our backs, and hugging the delusive phantom of hope, until our enemies shall have bound us hand and foot? Sir, we are not weak if we make a proper use of those means which the God of nature hath placed in our power. Three millions of people, armed in the holy cause of liberty, and in such a country as that which we possess, are invincible by any force which our enemy can send against us. Besides, sir, we shall not fight our battles alone. There is a just God who presides over the destinies of nations; and who will raise up friends to fight our battles for us. The battle, sir, is not to the strong alone; it is to the vigilant, the active, the brave. Besides, sir, we have no election. If we were base enough to desire it, it is now too late to retire from the contest. There is no retreat but in submission and slavery! Our chains are forged! Their clanking may be heard on the plains of Boston! The war is inevitable and let it come! I repeat it, sir, let it come.It is in vain, sir, to extenuate the matter. Gentlemen may cry, Peace, Peace but there is no peace. The war is actually begun! The next gale that sweeps from the north will bring to our ears the clash of resounding arms! Our brethren are already in the field! Why stand we here idle? What is it that gentlemen wish? What would they have? Is life so dear, or peace so sweet, as to be purchased at the price of chains and slavery? Forbid it, Almighty God! I know not what course others may take; but as for me, give me liberty or give me death!",Informational Text: English Language Arts
"Against the insidious wiles of foreign influence (I conjure you to believe me, fellow-citizens) the jealousy of a free people ought to be constantly awake, since history and experience prove that foreign influence is one of the most baneful foes of republican government. But that jealousy to be useful must be impartial; else it becomes the instrument of the very influence to be avoided, instead of a defense against it. Excessive partiality for one foreign nation and excessive dislike of another cause those whom they actuate to see danger only on one side, and serve to veil and even second the arts of influence on the other. Real patriots who may resist the intrigues of the favorite are liable to become suspected and odious, while its tools and dupes usurp the applause and confidence of the people, to surrender their interests.The great rule of conduct for us in regard to foreign nations is in extending our commercial relations, to have with them as little political connection as possible. So far as we have already formed engagements, let them be fulfilled with perfect good faith. Here let us stop. Europe has a set of primary interests which to us have none; or a very remote relation. Hence she must be engaged in frequent controversies, the causes of which are essentially foreign to our concerns. Hence, therefore, it must be unwise in us to implicate ourselves by artificial ties in the ordinary vicissitudes of her politics, or the ordinary combinations and collisions of her friendships or enmities.Our detached and distant situation invites and enables us to pursue a different course. If we remain one people under an efficient government. the period is not far off when we may defy material injury from external annoyance; when we may take such an attitude as will cause the neutrality we may at any time resolve upon to be scrupulously respected; when belligerent nations, under the impossibility of making acquisitions upon us, will not lightly hazard the giving us provocation; when we may choose peace or war, as our interest, guided by justice, shall counsel.Why forego the advantages of so peculiar a situation? Why quit our own to stand upon foreign ground? Why, by interweaving our destiny with that of any part of Europe, entangle our peace and prosperity in the toils of European ambition, rivalship, interest, humor or caprice?It is our true policy to steer clear of permanent alliances with any portion of the foreign world; so far, I mean, as we are now at liberty to do it; for let me not be understood as capable of patronizing infidelity to existing engagements.I hold the maxim no less applicable to public than to private affairs, that honesty is always the best policy. I repeat it, therefore, let those engagements be observed in their genuine sense. But, in my opinion, it is unnecessary and would be unwise to extend them. ",Informational Text: English Language Arts
"Fourscore and seven years ago, our fathers brought forth upon this continent a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal.Now we are engaged in a great civil war, testing whether that nation, or any nation so conceived and so dedicated, can long endure. We are met on a great battlefield of that war. We are met to dedicate a portion of it as the final resting-place of those who here gave their lives that that nation might live. It is altogether fitting and proper that we should do this.But in a large sense we cannot dedicate,—we cannot consecrate,—we cannot hallow this ground. The brave men, living and dead, who struggled here, have consecrated it far above our power to add or detract. The world will little note, nor long remember, what we say here, but it can never forget what they did here. It is for us, the living, rather to be dedicated here to the unfinished work that they have thus far so nobly carried on. It is, rather for us to be here dedicated to the great task remaining before us, that from these honored dead we take increased devotion to that cause for which they here gave the last full measure of devotion; that we here highly resolve that these dead shall not have died in vain; that this nation, under God, shall have a new birth of freedom, and that Government of the people, by the people and for the people, shall not perish from the earth.",Informational Text: English Language Arts
"Fellow-Countrymen:At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first. Then a statement somewhat in detail of a course to be pursued seemed fitting and proper.Now, at the expiration of four years, during which public declarations have been constantly called forth on every point and phase of the great contest which still absorbs the attention and engrosses the energies of the nation, little that is new could be presented. The progress of our arms, upon which all else chiefly depends, is as well known to the public as to myself, and it is, I trust, reasonably satisfactory and encouraging to all. With high hope for the future, no prediction in regard to it is ventured.On the occasion corresponding to this four years ago all thoughts were anxiously directed to an impending civil war. All dreaded it, all sought to avert it. While the inaugural address was being delivered from this place, devoted altogether to saving the Union without war, urgent agents were in the city seeking to destroy it without war—seeking to dissolve the Union and divide effects by negotiation. Both parties deprecated war, but one of them would make war rather than let the nation survive, and the other would accept war rather than let it perish, and the war came.One-eighth of the whole population were colored slaves, not distributed generally over the Union, but localized in the southern part of it. These slaves constituted a peculiar and powerful interest. All knew that this interest was somehow the cause of the war. To strengthen, perpetuate, and extend this interest was the object for which the insurgents would rend the Union even by war, while the Government claimed no right to do more than to restrict the territorial enlargement of it. Neither party expected for the war the magnitude or the duration which it has already attained.Neither anticipated that the cause of the conflict might cease with or even before the conflict itself should cease.Each looked for an easier triumph, and a result less fundamental and astounding. Both read the same Bible and pray to the same God, and each invokes His aid against the other. It may seem strange that any men should dare to ask a just God’s assistance in wringing their bread from the sweat of other men’s faces, but let us judge not, that we be not judged. The prayers of both could not be answered. That of neither has been answered fully. The Almighty has His own purposes. “Woe unto the world because of offenses; for it must needs be that offenses come, but woe to that man by whom the offense cometh.” If we shall suppose that American slavery is one of those offenses which, in the providence of God, must needs come, but which, having continued through His appointed time, He now wills toremove, and that He gives to both North and South this terrible war as the woe due to those by whom the offense came, shall we discern therein any departure from those divine attributes which the believers in a living God always ascribe to Him? Fondly do we hope, fervently do we pray, that this mighty scourge of war may speedily pass away.Yet, if God wills that it continue until all the wealth piled by the bondsman’s two hundred and fifty years of unrequited toil shall be sunk, and until every drop of blood drawn with the lash shall be paid by another drawn with the sword, as was said three thousand years ago, so still it must be said “the judgments of the Lord are true and righteous altogether.”With malice toward none, with charity for all, with firmness in the right as God gives us to see the right, let us strive on to finish the work we are in, to bind up the nation’s wounds, to care for him who shall have borne the battle and for his widow and his orphan, to do all which may achieve and cherish a just and lasting peace among ourselves and with all nations.",Informational Text: English Language Arts
"For there is nothing mysterious about the foundations of a healthy and strong democracy. The basic things expected by our people of their political and economic systems are simple. They are:Equality of opportunity for youth and for others.Jobs for those who can work.Security for those who need it.The ending of special privilege for the few.The preservation of civil liberties for all.The enjoyment of the fruits of scientific progress in a wider and constantly rising standard of living.These are the simple, basic things that must never be lost sight of in the turmoil and unbelievable complexity of our modern world. The inner and abiding strength of our economic and political systems is dependent upon the degree to which they fulfill these expectations.Many subjects connected with our social economy call for immediate improvement. As examples:We should bring more citizens under the coverage of old-age pensions and unemployment insurance.We should widen the opportunities for adequate medical care.We should plan a better system by which persons deserving or needing gainful employment may obtain it.I have called for personal sacrifice. I am assured of the willingness of almost all Americans to respond to that call.A part of the sacrifice means the payment of more money in taxes. In my Budget Message I shall recommend that a greater portion of this great defense program be paid for from taxation than we are paying today. No person should try, or be allowed, to get rich out of this program; and the principle of tax payments in accordance with ability to pay should be constantly before our eyes to guide our legislation.If the Congress maintains these principles, the voters, putting patriotism ahead of pocketbooks, will give you their applause.In the future days, which we seek to make secure, we look forward to a world founded upon four essential human freedoms.The first is freedom of speech and expression—everywhere in the world.The second is freedom of every person to worship God in his own way—everywhere in the world.The third is freedom from want—which, translated into world terms, means economic understandings which will secure to every nation a healthy peacetime life for its inhabitants-everywhere in the world.The fourth is freedom from fear—which, translated into world terms, means a world-wide reduction of armaments to such a point and in such a thorough fashion that no nation will be in a position to commit an act of physical aggression against any neighbor—anywhere in the world.",Informational Text: English Language Arts
"We have gathered here to affirm a faith, a faith in a common purpose, a common conviction, a common devotion.Some of us have chosen America as the land of our adoption; the rest have come from those who did the same. For this reason we have some right to consider ourselves a picked group, a group of those who had the courage to break from the past and brave the dangers and the loneliness of a strange land. What was the object that nerved us, or those who went before us, to this choice? We sought liberty; freedom from oppression, freedom from want, freedom to be ourselves. This we then sought; this we now believe that we are by way of winning. What do we mean when we say that first of all we seek liberty? I often wonder whether we do not rest our hopes too much upon constitutions, upon laws and upon courts. These are false hopes; believe me, these are false hopes. Liberty lies in the hearts ofmen and women; when it dies there, no constitution, no law, no court can even do much to help it. While it lies there it needs no constitution, no law, no court to save it. And what is this liberty which must lie in the hearts of men and women? It is not the ruthless, the unbridled will; it is not freedom to do as one likes. That is the denial of liberty, and leads straight to its overthrow. A society in which men recognize no check upon their freedom soon becomes a society where freedom is the possession of only a savage few; as we have learned to our sorrow.What then is the spirit of liberty? I cannot define it; I can only tell you my own faith. The spirit of liberty is the spirit which is not too sure that it is right; the spirit of liberty is the spirit which seeks to understand the mind of other men and women; the spirit of liberty is the spirit which weighs their interests alongside its own without bias; the spirit of liberty remembers that not even a sparrow falls to earth unheeded; the spirit of liberty is the spirit of Him who, near two thousand years ago, taught mankind that lesson it has never learned but never quite forgotten; that there may be a kingdom where the least shall be heard and considered side by side with the greatest. And now in that spirit, that spirit of an America which has never been, and which may never be; nay, which never will be except as the conscience and courage of Americans create it; yet in the spirit of that America which lies hidden in some form in the aspirationsof us all; in the spirit of that America for which our young men are at this moment fighting and dying; in that spirit of liberty and of America I ask you to rise and with me pledge our faith in the glorious destiny of our beloved country.",Informational Text: English Language Arts
